player_id,artist,song_split,album_split_0,album_split_1,album_split_2,midi_filepath
4,Art Tatum,train,train,val,train,"midi_brad/studio/Art Tatum/The Art Tatum Solo Masterpieces, Vol. 7/Wrap Your Troubles In Dreams.mid"
16,Fred Hersch,train,train,train,train,midi_brad/studio/Fred Hersch/Thelonious -  Fred Hersch Plays Monk/In Walked Bud.mid
6,Bill Cunliffe,train,train,train,test,"midi_brad/studio/Bill Cunliffe/Cunliffe, Bill -  Satisfaction/To Ruth.mid"
18,George Shearing,val,train,test,train,midi_brad/studio/George Shearing/The Shearing Piano/In The Still Of The Night.mid
14,Ellis Marsalis,train,train,train,train,midi_brad/studio/Ellis Marsalis/Ruminations in New York/Homecoming.mid
14,Ellis Marsalis,train,train,train,train,midi_brad/studio/Ellis Marsalis/Ruminations in New York/Haven's Paradise.mid
6,Bill Cunliffe,val,val,test,train,midi_brad/studio/Bill Cunliffe/Playground Swing/Supercalifragilisticexpialidocious.mid
8,Cedar Walton,train,train,train,test,midi_brad/studio/Cedar Walton/Underground Memoirs/I Want to Talk About You.mid
3,Andy Laverne,test,test,train,train,midi_brad/studio/Andy Laverne/In The Mood For A Classic/So sorry please.mid
0,Abdullah Ibrahim,train,test,train,train,midi_brad/studio/Abdullah Ibrahim/Solotude/Nisa.mid
28,Roland Hanna,train,train,train,train,midi_brad/studio/Roland Hanna/Solo Piano/Free Spirit - Free Style.mid
5,Barry Harris,train,val,train,val,midi_brad/studio/Barry Harris/Solo/Don't Blame Me.mid
11,Denny Zeitlin,train,val,train,train,midi_brad/studio/Denny Zeitlin/Homecoming/Waltz For Josephine.mid
4,Art Tatum,train,train,train,train,midi_brad/studio/Art Tatum/The Complete Capitol Recordings (Vol. One)/Out Of Nowhere.mid
4,Art Tatum,train,test,train,test,"midi_brad/studio/Art Tatum/The Art Tatum Solo Masterpieces, Volume 1/Just A-Sittin' And A-Rockin'.mid"
0,Abdullah Ibrahim,train,train,train,train,midi_brad/studio/Abdullah Ibrahim/Senzo/Jabulani.mid
4,Art Tatum,train,train,train,train,"midi_brad/studio/Art Tatum/The Art Tatum Solo Masterpieces, Vol. 6/Someone To Watch Over Me.mid"
29,Tete Montoliu,train,train,train,train,midi_brad/studio/Tete Montoliu/Yellow Dolphin Street/Come Sunday.mid
17,George Cables,train,val,train,train,midi_brad/studio/George Cables/You Don't Know Me Volume I/Honey Lulu.mid
16,Fred Hersch,train,test,val,train,midi_brad/studio/Fred Hersch/Songs From Home/Consolation (A Folk Song).mid
10,Dave McKenna,train,train,train,train,midi_brad/studio/Dave McKenna/Easy Street/When Your Lover Has Gone.mid
4,Art Tatum,train,train,train,train,"midi_brad/studio/Art Tatum/The Art Tatum Solo Masterpieces, Vol. 4/You're Mine You.mid"
19,Hank Jones,train,test,train,test,midi_brad/studio/Hank Jones/SOLO 1976 A Tribute to Duke Ellington/Don't Blame Me.mid
13,Duke Jordan,train,train,val,train,"midi_brad/studio/Duke Jordan/Solo Master Pieces, Vol. 2/It's Hard to Know.mid"
7,Brad Mehldau,test,train,train,test,midi_brad/studio/Brad Mehldau/Suite -  April 2020/Don't Let It Bring You Down.mid
29,Tete Montoliu,train,val,train,train,midi_brad/studio/Tete Montoliu/The Music I Like To Play - Vol. 4/Up Jumped Spring.mid
16,Fred Hersch,train,test,val,train,midi_brad/studio/Fred Hersch/Songs From Home/When I'm Sixty Four.mid
4,Art Tatum,train,train,train,train,"midi_brad/studio/Art Tatum/The Art Tatum Solo Masterpieces, Vol. 6/The Way You Look Tonight.mid"
12,Dick Hyman,train,train,train,train,midi_brad/studio/Dick Hyman/September Song - Dick Hyman Plays the Music of Kurt Weill/To Love You and to Lose You.mid
6,Bill Cunliffe,train,train,train,train,midi_brad/studio/Bill Cunliffe/That Time of Year/We three Kings.mid
6,Bill Cunliffe,train,train,train,val,"midi_brad/studio/Bill Cunliffe/Cunliffe, Bill -  Satisfaction/Symphony No. 2 in E Minor, Op. 27 -  III. Adagio (arr. B. Cunliffe).mid"
16,Fred Hersch,train,train,train,train,midi_brad/studio/Fred Hersch/Thelonious -  Fred Hersch Plays Monk/Bemsha Swing.mid
0,Abdullah Ibrahim,train,test,train,train,midi_brad/studio/Abdullah Ibrahim/Solotude/Blues For A Hip King.mid
26,Oscar Peterson,val,train,test,train,"midi_brad/studio/Oscar Peterson/Exclusively for My Friends -  My Favorite Instrument, Vol. IV/Body and Soul - Live.mid"
4,Art Tatum,train,train,train,train,"midi_brad/studio/Art Tatum/The Art Tatum Solo Masterpieces, Vol. 6/Ain't Misbehavin'.mid"
4,Art Tatum,train,test,train,val,"midi_brad/studio/Art Tatum/The Art Tatum Solo Masterpieces, Volume 1/Too Marvelous For Words.mid"
4,Art Tatum,train,train,train,train,"midi_brad/studio/Art Tatum/The Art Tatum Solo Masterpieces, Vol. 5/Fine And Dandy.mid"
0,Abdullah Ibrahim,train,train,val,test,midi_brad/studio/Abdullah Ibrahim/The Song Is My Story/Spiral Mist.mid
5,Barry Harris,val,test,train,test,midi_brad/studio/Barry Harris/Solo/Ruby My Dear.mid
6,Bill Cunliffe,train,train,train,train,midi_brad/studio/Bill Cunliffe/That Time of Year/Angels from the Realms of Glory.mid
3,Andy Laverne,train,val,train,train,midi_brad/studio/Andy Laverne/In The Mood For A Classic/Bud Powell.mid
16,Fred Hersch,train,train,train,train,midi_brad/studio/Fred Hersch/Thelonious -  Fred Hersch Plays Monk/Light Blue  Pannonica.mid
10,Dave McKenna,train,train,train,train,midi_brad/studio/Dave McKenna/Dave McKenna -  Solo/Scrapple From The Apple 2.mid
15,Erroll Garner,train,train,train,train,midi_brad/studio/Erroll Garner/Afternoon Of An Elf/When A Gypsy Makes His Violin Cry.mid
8,Cedar Walton,train,train,train,val,midi_brad/studio/Cedar Walton/Underground Memoirs/Underground Memoirs.mid
0,Abdullah Ibrahim,train,train,train,train,midi_brad/studio/Abdullah Ibrahim/Dream Time/Aspen.mid
3,Andy Laverne,train,train,train,train,midi_brad/studio/Andy Laverne/Tadd's Delight/Our Delight.mid
4,Art Tatum,train,train,train,train,"midi_brad/studio/Art Tatum/The Art Tatum Solo Masterpieces, Vol. 6/Danny Boy.mid"
13,Duke Jordan,train,train,test,train,"midi_brad/studio/Duke Jordan/Solo Master Pieces, Vol. 2/Anything Can Happen.mid"
10,Dave McKenna,train,train,train,train,midi_brad/studio/Dave McKenna/This Is New -  Teddi King Sings Ira Gershwin/I Can't Get Started (Dave McKenna Piano Solo).mid
18,George Shearing,val,train,test,train,midi_brad/studio/George Shearing/The Shearing Piano/Can't We Be Friends.mid
10,Dave McKenna,train,train,train,train,midi_brad/studio/Dave McKenna/Dave McKenna -  Solo/Sweet And Lovely.mid
16,Fred Hersch,train,val,test,train,midi_brad/studio/Fred Hersch/Songs From Home/Get Out Of Town.mid
15,Erroll Garner,val,train,train,train,midi_brad/studio/Erroll Garner/Afternoon Of An Elf/Who.mid
3,Andy Laverne,train,train,train,train,midi_brad/studio/Andy Laverne/Tadd's Delight/The Chase.mid
6,Bill Cunliffe,train,train,train,train,midi_brad/studio/Bill Cunliffe/That Time of Year/Jingle Bells.mid
4,Art Tatum,train,train,train,train,"midi_brad/studio/Art Tatum/The Art Tatum Solo Masterpieces, Vol. 6/Do Nothing Till You Hear From Me.mid"
26,Oscar Peterson,train,test,train,train,midi_brad/studio/Oscar Peterson/Marian McPartland's Piano Jazz Radio Broadcast/Old Folks.mid
20,Horace Parlan,train,val,train,test,midi_brad/studio/Horace Parlan/Musically Yours/Memories of you.mid
28,Roland Hanna,train,train,train,train,midi_brad/studio/Roland Hanna/Solo Piano/Pastel.mid
13,Duke Jordan,train,train,val,train,"midi_brad/studio/Duke Jordan/Solo Master Pieces, Vol. 2/Bridgetown.mid"
12,Dick Hyman,train,val,train,train,midi_brad/studio/Dick Hyman/Dick Hyman Plays Variations on Richard Rodgers -  Rodgers & Hart/My Heart Stood Still.mid
3,Andy Laverne,val,train,train,train,midi_brad/studio/Andy Laverne/Tadd's Delight/Good Bait.mid
29,Tete Montoliu,train,val,train,train,midi_brad/studio/Tete Montoliu/The Music I Like To Play - Vol. 4/Sophisticated Lady.mid
10,Dave McKenna,val,train,train,train,midi_brad/studio/Dave McKenna/Dave McKenna -  Solo/You're Lucky To Me.mid
28,Roland Hanna,train,train,train,train,midi_brad/studio/Roland Hanna/Duke Ellington Piano Solos/I Got It Bad And That Ain't Good.mid
26,Oscar Peterson,train,val,train,train,midi_brad/studio/Oscar Peterson/Marian McPartland's Piano Jazz Radio Broadcast/Body And Soul.mid
4,Art Tatum,train,test,train,test,"midi_brad/studio/Art Tatum/The Art Tatum Solo Masterpieces, Volume 1/My Last Affair.mid"
3,Andy Laverne,test,test,train,train,midi_brad/studio/Andy Laverne/In The Mood For A Classic/Bud's bubble.mid
26,Oscar Peterson,train,train,train,val,midi_brad/studio/Oscar Peterson/1951/Yesterdays.mid
14,Ellis Marsalis,train,train,train,val,midi_brad/studio/Ellis Marsalis/Duke In Blue/Creole Love Call.mid
4,Art Tatum,train,train,train,train,"midi_brad/studio/Art Tatum/The Art Tatum Solo Masterpieces, Vol. 4/I Hadn't Anyone Till You.mid"
12,Dick Hyman,train,train,train,train,midi_brad/studio/Dick Hyman/Autumn in New York - Dick Hyman Plays the Music of Vernon Duke/Taking a Chance On Love.mid
7,Brad Mehldau,train,train,train,test,midi_brad/studio/Brad Mehldau/Suite -  April 2020/XI. family harmony.mid
18,George Shearing,train,val,train,test,midi_brad/studio/George Shearing/Grand Piano/If I Had You.mid
15,Erroll Garner,train,train,train,train,midi_brad/studio/Erroll Garner/Solo Time! The Erroll Garner Collection Vols. 4 & 5/I'll Get By.mid
0,Abdullah Ibrahim,train,val,train,train,midi_brad/studio/Abdullah Ibrahim/Solotude/Sotho Blue.mid
0,Abdullah Ibrahim,train,train,train,train,midi_brad/studio/Abdullah Ibrahim/Dream Time/Dream Time.mid
16,Fred Hersch,train,train,train,train,midi_brad/studio/Fred Hersch/Thelonious -  Fred Hersch Plays Monk/'Round Midnight.mid
2,Alan Pasqua,train,val,train,test,"midi_brad/studio/Alan Pasqua/Day Dream/Bewitched, Bothered and Bewildered.mid"
6,Bill Cunliffe,train,val,val,train,midi_brad/studio/Bill Cunliffe/Playground Swing/Lullaby.mid
28,Roland Hanna,train,train,train,train,midi_brad/studio/Roland Hanna/Solo Piano/Some Kind of Folk Song.mid
4,Art Tatum,train,train,train,train,"midi_brad/studio/Art Tatum/The Art Tatum Solo Masterpieces, Vol. 4/I've Got The World On A String.mid"
15,Erroll Garner,train,train,train,train,midi_brad/studio/Erroll Garner/Afternoon Of An Elf/Fandango.mid
5,Barry Harris,train,test,train,val,midi_brad/studio/Barry Harris/Solo/Blue Monk.mid
0,Abdullah Ibrahim,train,train,train,train,midi_brad/studio/Abdullah Ibrahim/Dream Time/Dedication to Duke Ellington.mid
19,Hank Jones,val,train,train,train,midi_brad/studio/Hank Jones/Handful Of Keys/The Jitterbug Waltz - Instrumental.mid
8,Cedar Walton,train,train,train,test,midi_brad/studio/Cedar Walton/Underground Memoirs/Con Alma.mid
0,Abdullah Ibrahim,train,train,train,train,midi_brad/studio/Abdullah Ibrahim/Dream Time/Blues for a Hip King.mid
28,Roland Hanna,train,train,train,train,midi_brad/studio/Roland Hanna/Solo Piano/Prelude to a Kiss.mid
12,Dick Hyman,val,train,train,train,midi_brad/studio/Dick Hyman/Dick Hyman Plays Variations on Richard Rodgers -  Rodgers & Hammerstein/People Will Say We're In Love.mid
20,Horace Parlan,train,train,train,train,midi_brad/studio/Horace Parlan/In Copenhagen/Two Sleepy People.mid
29,Tete Montoliu,train,train,train,train,midi_brad/studio/Tete Montoliu/The Music I Like To Play - Vol. 3/Well You Needn't.mid
22,Joanne Brackeen,train,val,train,train,midi_brad/studio/Joanne Brackeen/Mythical Magic/Mythical Magic.mid
12,Dick Hyman,train,train,train,train,midi_brad/studio/Dick Hyman/Broadway Songbook/Wunderbar.mid
4,Art Tatum,test,train,train,train,"midi_brad/studio/Art Tatum/The Art Tatum Solo Masterpieces, Vol. 3/After You've Gone.mid"
6,Bill Cunliffe,train,train,train,train,midi_brad/studio/Bill Cunliffe/That Time of Year/Carol of the Bells.mid
10,Dave McKenna,train,train,train,train,midi_brad/studio/Dave McKenna/Easy Street/Street Of Dreams.mid
3,Andy Laverne,train,test,train,train,midi_brad/studio/Andy Laverne/In The Mood For A Classic/Strictly confidential.mid
4,Art Tatum,train,train,train,train,"midi_brad/studio/Art Tatum/The Art Tatum Solo Masterpieces, Vol. 6/Happy Feet.mid"
12,Dick Hyman,test,train,train,train,midi_brad/studio/Dick Hyman/Dick Hyman Plays Duke Ellington/I Let a Song Go Out of My Heart.mid
2,Alan Pasqua,train,test,train,val,midi_brad/studio/Alan Pasqua/Day Dream/Old Cape Cod.mid
0,Abdullah Ibrahim,train,train,val,test,midi_brad/studio/Abdullah Ibrahim/The Song Is My Story/Eclipse At Dawn.mid
13,Duke Jordan,train,train,train,val,midi_brad/studio/Duke Jordan/One For The Library/Flight to Jordan.mid
5,Barry Harris,train,test,train,val,midi_brad/studio/Barry Harris/Solo/Just As Though You Were Here.mid
15,Erroll Garner,train,test,train,test,midi_brad/studio/Erroll Garner/Solitaire/That Old Feeling.mid
4,Art Tatum,train,train,train,train,"midi_brad/studio/Art Tatum/The Art Tatum Solo Masterpieces, Vol. 2/I'll See You In My Dreams.mid"
18,George Shearing,train,train,test,train,midi_brad/studio/George Shearing/The Shearing Piano/If.mid
13,Duke Jordan,train,train,train,val,midi_brad/studio/Duke Jordan/One For The Library/It's Only A Paper Moon.mid
12,Dick Hyman,train,train,train,train,midi_brad/studio/Dick Hyman/Dick Hyman Plays Duke Ellington/Clothed Woman.mid
6,Bill Cunliffe,train,train,train,train,midi_brad/studio/Bill Cunliffe/That Time of Year/O little town of Bethlehem.mid
0,Abdullah Ibrahim,train,val,train,train,midi_brad/studio/Abdullah Ibrahim/Solotude/Blue Bolero (First Reprise).mid
11,Denny Zeitlin,train,train,val,val,midi_brad/studio/Denny Zeitlin/Wherever You Are/Body and Soul.mid
13,Duke Jordan,val,train,test,train,"midi_brad/studio/Duke Jordan/Solo Master Pieces, Vol. 2/Double Scotch.mid"
29,Tete Montoliu,train,train,train,train,midi_brad/studio/Tete Montoliu/The Music I Like To Play - Vol.1/Little B's Poem.mid
15,Erroll Garner,train,train,train,train,midi_brad/studio/Erroll Garner/Solo Time! The Erroll Garner Collection Vols. 4 & 5/Thanks For The Memory.mid
27,Ray Bryant,train,train,val,train,midi_brad/studio/Ray Bryant/Plays Blues and Ballads (Piano Solo)/I Can't Get Started.mid
12,Dick Hyman,test,val,train,train,midi_brad/studio/Dick Hyman/Dick Hyman Plays Variations on Richard Rodgers -  Rodgers & Hart/Lover.mid
12,Dick Hyman,train,train,train,train,midi_brad/studio/Dick Hyman/Dick Hyman Plays Duke Ellington/Drop Me Off in Harlem.mid
17,George Cables,train,train,train,val,"midi_brad/studio/George Cables/You Don't Know Me, Vol. 2/Looking for the Light.mid"
12,Dick Hyman,train,train,train,train,midi_brad/studio/Dick Hyman/Blues in the Night -  Dick Hyman Plays Harold Arlen/Over the Rainbow.mid
4,Art Tatum,train,train,train,train,"midi_brad/studio/Art Tatum/The Art Tatum Solo Masterpieces, Vol. 6/I'm Comin' Virginia.mid"
6,Bill Cunliffe,train,train,train,train,midi_brad/studio/Bill Cunliffe/That Time of Year/Coventry Carol.mid
24,Keith Jarrett,train,train,train,train,"midi_brad/studio/Keith Jarrett/The Melody At Night, With You/My Wild Irish Rose.mid"
13,Duke Jordan,train,train,train,val,midi_brad/studio/Duke Jordan/One For The Library/Parisian Hop.mid
0,Abdullah Ibrahim,train,train,train,train,midi_brad/studio/Abdullah Ibrahim/Dream Time/Whoza Mtwana.mid
10,Dave McKenna,val,train,train,train,midi_brad/studio/Dave McKenna/Easy Street/Theodore The Thumper.mid
4,Art Tatum,train,train,test,train,"midi_brad/studio/Art Tatum/The Art Tatum Solo Masterpieces, Vol. 7/So Beats My Heart For You.mid"
2,Alan Pasqua,train,train,train,train,midi_brad/studio/Alan Pasqua/Russian Peasant/With Your Heart In Mind.mid
20,Horace Parlan,test,train,train,train,midi_brad/studio/Horace Parlan/In Copenhagen/Déjà Vu.mid
10,Dave McKenna,train,train,train,train,midi_brad/studio/Dave McKenna/Dave McKenna -  Solo/Chiaroscuro Blues.mid
13,Duke Jordan,train,train,train,val,midi_brad/studio/Duke Jordan/One For The Library/Don't Blame Me.mid
5,Barry Harris,train,val,train,val,midi_brad/studio/Barry Harris/Solo/That Secret Place.mid
6,Bill Cunliffe,train,train,train,train,midi_brad/studio/Bill Cunliffe/That Time of Year/Silent Night.mid
22,Joanne Brackeen,train,train,train,train,midi_brad/studio/Joanne Brackeen/Popsicle Illusion/Michelle.mid
15,Erroll Garner,train,val,train,test,midi_brad/studio/Erroll Garner/Solitaire/Solitaire.mid
21,Jessica Williams,train,train,train,train,midi_brad/studio/Jessica Williams/All Alone/They Say It's Wonderful.mid
16,Fred Hersch,train,val,test,train,midi_brad/studio/Fred Hersch/Songs From Home/Wichita Lineman.mid
5,Barry Harris,train,train,test,train,midi_brad/studio/Barry Harris/Listen To Barry Harris...Solo Piano (Reissue)/Sphere.mid
5,Barry Harris,train,train,test,train,midi_brad/studio/Barry Harris/Listen To Barry Harris...Solo Piano (Reissue)/Teenie.mid
8,Cedar Walton,train,test,val,train,midi_brad/studio/Cedar Walton/Blues For Myself (Piano Solo)/Little Darlin'.mid
1,Alan Broadbent,train,train,val,train,midi_brad/studio/Alan Broadbent/To the Evening Star/Strangers in Paradise.mid
29,Tete Montoliu,train,train,val,test,midi_brad/studio/Tete Montoliu/Solo Piano/Cigales Al Ven.mid
12,Dick Hyman,train,train,train,train,midi_brad/studio/Dick Hyman/In Recital (Live)/Very Warm for May -  All The Things You Are.mid
16,Fred Hersch,train,train,train,train,midi_brad/studio/Fred Hersch/Thelonious -  Fred Hersch Plays Monk/I Mean You.mid
16,Fred Hersch,train,train,train,train,midi_brad/studio/Fred Hersch/Thelonious -  Fred Hersch Plays Monk/Five Views of Misterioso.mid
12,Dick Hyman,test,train,train,train,midi_brad/studio/Dick Hyman/Dick Hyman Plays Duke Ellington/All Too Soon.mid
18,George Shearing,train,train,val,train,midi_brad/studio/George Shearing/The Shearing Piano/Friendly Persuasion (Thee I Love).mid
10,Dave McKenna,train,train,train,train,"midi_brad/studio/Dave McKenna/This Is New -  Teddi King Sings Ira Gershwin/For You, For Me, For Evermore (Dave McKenna Piano Solo).mid"
29,Tete Montoliu,train,train,train,train,midi_brad/studio/Tete Montoliu/The Music I Like To Play - Vol.1/I'll Remember April.mid
29,Tete Montoliu,train,train,train,train,midi_brad/studio/Tete Montoliu/The Music I Like To Play - Vol.2/A Child Is Born.mid
0,Abdullah Ibrahim,train,train,train,train,midi_brad/studio/Abdullah Ibrahim/Senzo/For Coltrane.mid
6,Bill Cunliffe,train,train,train,val,"midi_brad/studio/Bill Cunliffe/Cunliffe, Bill -  Satisfaction/The King and I -  I have dreamed.mid"
10,Dave McKenna,val,train,train,train,midi_brad/studio/Dave McKenna/Dave McKenna -  Solo/Sweet Georgia Brown.mid
4,Art Tatum,train,train,train,train,"midi_brad/studio/Art Tatum/The Art Tatum Solo Masterpieces, Vol. 2/Please Be Kind.mid"
